,name,latitude,longitude,address,category,rating,category_count
209,Dmail,45.46624,9.19307,"Via San Paolo 15, 20121 Milan, Italy","Accessories, Home Decor",3.9,2
210,Salvagente,45.46584,9.21452,"Via Fratelli Bronzetti 16, 20129 Milan, Italy","Outlet Stores, Men's Clothing, Women's Clothing",3.5,3
211,Valigeria Ciotti,45.45161,9.20361,"Corso Lodi 3, 20135 Milan, Italy","Leather Goods, Luggage, Accessories",3.6,3
212,L'altra Coco',45.45338,9.20306,"Viale Monte Nero, 7, 20135 Milan, Italy",Women's Clothing,5.0,1
213,Capitani Calzature di Halapir Ines,45.4566299,9.20833,"Via Bergamo, 12, 20135 Milan, Italy",Shoe Stores,0.0,1
214,Boglioli,45.4595,9.20771,"Via Spartaco, 4, 20135 Milan, Italy",Fashion,4.0,1
215,Diffusione Tessile,45.46528,9.19709,"Galleria San Carlo 6, 20122 Milan, Italy",Women's Clothing,4.0,1
216,Surimono,45.4669794,9.2009293,"Corso Monforte 25, 20122 Milan, Italy","Accessories, Home Decor",4.7,2
217,L'Essenza del,45.46408916,9.19862132,"Via Cerva 12, 20122 Milan, Italy",Coffee & Tea,4.5,1
218,Montresor,45.45303,9.20293,"Viale Monte Nero 5, 20135 Milan, Italy","Desserts, Coffee & Tea, Tea Rooms",4.5,3
219,I Santi,45.45134,9.20468,"Via Bernardino Corio, 2, 20135 Milan, Italy",Leather Goods,4.0,1
220,Prada,45.46611,9.18999,"Galleria Vittorio Emanuele II 63, 20121 Milan, Italy","Leather Goods, Men's Clothing, Shoe Stores",4.1,3
221,Rocca,45.4648541749082,9.19093797271706,"Piazza del Duomo 25, 20122 Milan, Italy","Watches, Jewelry, Accessories",5.0,3
222,H&M,45.4647542911334,9.19175285754301,"Piazza Duomo 31, 20121 Milan, Italy","Men's Clothing, Women's Clothing, Children's Clothing",3.3,3
223,Dmail,45.46624,9.19307,"Via San Paolo 15, 20121 Milan, Italy","Accessories, Home Decor",3.9,2
224,Viganò,45.4648018,9.19104,"Piazza del Duomo 25, 20121 Milan, Italy","Hats, Accessories",0.0,2
225,Versace,45.46834,9.19498,"Via Monte Napoleone 11, 20121 Milan, Italy","Men's Clothing, Women's Clothing, Children's Clothing",4.9,3
226,Piumelli Guanti,45.46611,9.18999,"Galleria Vittorio Emanuele II, 20122 Milan, Italy","Leather Goods, Wholesale Stores",4.5,2
227,Nespresso,45.4655517038467,9.19399040106134,"Piazzetta del Liberty 8, 20121 Milan, Italy","Coffee & Tea, Appliances, Cafes",3.7,3
228,Libraccio,45.4633899,9.19353,"Via San Clemente 4, 20122 Milan, Italy","Bookstores, Used, Vintage & Consignment",4.0,3
229,Camper,45.46318,9.18777,"15 Via Torino, 20123 MILANO, Italy",Shoe Stores,4.2,1
230,Chà Tea Atelier,45.4562303,9.1768833,"Via Marco d'Oggiono 7, 20123 Milan, Italy","Coffee & Tea, Tea Rooms",4.3,2
231,Massimo Dutti,45.46542,9.19068,"Via Ugo Foscolo 3, 20121 Milan, Italy","Men's Clothing, Women's Clothing",5.0,2
232,Cadè,45.4647903,9.1894999,"Piazza del Duomo 21, 20121 Milan, Italy",Men's Clothing,4.5,1
233,Chanel Rinascente Shoes,45.4649504,9.1910295,"Piazza Del Duomo, Rinascente, 20121 Milan, Italy",Shoe Stores,0.0,1
234,Humana Vintage,45.46305,9.1891,"Via Cappellari 3, 20123 Milan, Italy","Used, Vintage & Consignment",3.4,2
235,Andrew's Ties,45.46511,9.19308,"Via Agnello 1, 20121 Milan, Italy",Men's Clothing,5.0,1
236,Decathlon,45.4687166181462,9.18228695131222,"Foro Buonaparte 74, 20121 Milan, Italy",Sports Wear,3.8,1
237,Nara Camicie,45.46592,9.1901249,"Galleria Vittorio Emanuele 4, 20121 Milan, Italy","Men's Clothing, Women's Clothing",5.0,2
238,Gucci,45.4679615419,9.19542387128,"Via Monte Napoleone 5/7, 20121 Milan, Italy","Children's Clothing, Men's Clothing, Women's Clothing",5.0,3
239,Ferrari Store,45.4655495,9.1910295,"Via Berchet 2, 20121 Milan, Italy","Accessories, Men's Clothing, Women's Clothing",3.5,3
240,L'Essenza del,45.46408916,9.19862132,"Via Cerva 12, 20122 Milan, Italy",Coffee & Tea,4.5,1
241,Boggi,45.463089,9.1978397,"Largo Augusto 10, 20122 Milan, Italy",Men's Clothing,4.0,1
242,Diffusione Tessile,45.46528,9.19709,"Galleria San Carlo 6, 20122 Milan, Italy",Women's Clothing,4.0,1
243,H&M,45.46569,9.19734,"Galleria Passarella 1, 20122 Milan, Italy","Accessories, Men's Clothing, Women's Clothing",3.5,3
244,Naturino,45.4638599,9.19776,"via durini, 4, 20122 Milan, Italy",Shoe Stores,5.0,1
245,Libraccio,45.4633899,9.19353,"Via San Clemente 4, 20122 Milan, Italy","Bookstores, Used, Vintage & Consignment",4.0,3
246,Versace,45.46834,9.19498,"Via Monte Napoleone 11, 20121 Milan, Italy","Men's Clothing, Women's Clothing, Children's Clothing",4.9,3
247,GAP,45.46553,9.19604,"Corso Vittorio Emanuele II 24/28, 20122 Milan, Italy","Accessories, Men's Clothing, Women's Clothing",3.1,3
248,Lola Calzature,45.46388,9.1965,"via Felice Cavallotti, 13, 20122 Milan, Italy","Children's Clothing, Shoe Stores",4.0,2
249,Inter Store,45.46557,9.19706,"Galleria Passarella 2, 20122 Milan, Italy",Sports Wear,4.0,1
250,Decathlon,45.4687166181462,9.18228695131222,"Foro Buonaparte 74, 20121 Milan, Italy",Sports Wear,3.8,1
251,Zara,45.465425751756,9.19549916607884,"Corso Vittorio Emanuele II 11, 20122 Milan, Italy","Women's Clothing, Men's Clothing, Children's Clothing",3.1,3
252,Camomilla Store,45.4652,9.19671,"Corso Europa Angolo Galleria San Carlo, 20122 Milan, Italy","Accessories, Luggage",4.0,2
253,Dimensione Danza,45.46373,9.1960599,"Corso Europa 2, 20122 Milan, Italy",Sports Wear,3.7,1
254,Massimo Dutti,45.4659538,9.1965704,"Corso Vittorio Emanuele II 29-37, 20122 Milan, Italy","Men's Clothing, Women's Clothing",4.5,2
255,Sermoneta Gloves,45.4714,9.19548,"Via Della Spiga, 46, 20121 Milan, Italy",Leather Goods,4.8,1
256,Mango,45.4651180489936,9.19477572128513,"Corso Vittorio Emanuele II 24, 20122 Milan, Italy","Women's Clothing, Accessories, Leather Goods",3.3,3
257,Dmail,45.46624,9.19307,"Via San Paolo 15, 20121 Milan, Italy","Accessories, Home Decor",3.9,2
258,Gucci,45.4679615419,9.19542387128,"Via Monte Napoleone 5/7, 20121 Milan, Italy","Children's Clothing, Men's Clothing, Women's Clothing",5.0,3
259,Le Tre Gazzelle,45.46529,9.19527,"Corso Vittorio Emanuele II 22, 20122 Milan, Italy","Coffee & Tea, Ice Cream & Frozen Yogurt, Chocolatiers & Shops",2.6,3
260,Humana Vintage,45.46305,9.1891,"Via Cappellari 3, 20123 Milan, Italy","Used, Vintage & Consignment",3.4,2
261,Prada,45.46611,9.18999,"Galleria Vittorio Emanuele II 63, 20121 Milan, Italy","Leather Goods, Men's Clothing, Shoe Stores",4.1,3
262,Camper,45.46318,9.18777,"15 Via Torino, 20123 MILANO, Italy",Shoe Stores,4.2,1
263,Chà Tea Atelier,45.4562303,9.1768833,"Via Marco d'Oggiono 7, 20123 Milan, Italy","Coffee & Tea, Tea Rooms",4.3,2
264,Libraccio,45.4633899,9.19353,"Via San Clemente 4, 20122 Milan, Italy","Bookstores, Used, Vintage & Consignment",4.0,3
265,Treesse,45.46303,9.18726,"Via Torino 18, 20123 Milan, Italy",Fashion,4.3,1
266,Rocca,45.4648541749082,9.19093797271706,"Piazza del Duomo 25, 20122 Milan, Italy","Watches, Jewelry, Accessories",5.0,3
267,Versace,45.46834,9.19498,"Via Monte Napoleone 11, 20121 Milan, Italy","Men's Clothing, Women's Clothing, Children's Clothing",4.9,3
268,Decathlon,45.4687166181462,9.18228695131222,"Foro Buonaparte 74, 20121 Milan, Italy",Sports Wear,3.8,1
269,Bershka,45.4631968,9.1873293,"via Spadari 1, 20123 Milan, Italy","Accessories, Women's Clothing",4.0,2
270,Calzedonia,45.4633755211985,9.18788293298104,"Via Torino 15, 20123 Milan, Italy",Lingerie,5.0,1
271,Santa Tecla,45.46273,9.19299,"Via Santa Tecla 3, 20122 Milan, Italy",Coffee & Tea,3.3,1
272,Donnaeffe,45.46207,9.19105,"Via Paolo DA Cannobio, 2, 20122 Milan, Italy",Fashion,0.0,1
273,Sermoneta Gloves,45.4714,9.19548,"Via Della Spiga, 46, 20121 Milan, Italy",Leather Goods,4.8,1
274,Pelletteria Fontana,45.46272,9.19343,"Via Santa Tecla 5, 20122 Milan, Italy",Leather Goods,5.0,1
275,Dmail,45.46624,9.19307,"Via San Paolo 15, 20121 Milan, Italy","Accessories, Home Decor",3.9,2
276,Viganò Alta Moda,45.46042,9.1891,"Via Paolo da Cannobio, 39, 20122 Milan, Italy","Fashion, Jewelry",4.0,2
277,Promod,45.46338,9.1884,"Via Giuseppe Mazzini, 2, 20123 Milan, Italy",Women's Clothing,3.3,1
278,Zara,45.46349,9.18779,"Via Torino 2, 20123 Milan, Italy","Men's Clothing, Women's Clothing, Children's Clothing",3.6,3
279,Gucci,45.4679615419,9.19542387128,"Via Monte Napoleone 5/7, 20121 Milan, Italy","Children's Clothing, Men's Clothing, Women's Clothing",5.0,3
280,Frida,45.48865,9.18729,"Via Pollaiuolo 3, 20159 Milan, Italy","Pubs, Italian, Fashion",3.7,3
281,Aroma Napoletano by Bar Mexico Napoli,45.49006111972474,9.189695527171724,"Via Traù 2, 20159 Milan, Italy","Coffee & Tea, Bakeries",4.5,2
282,Deus Ex Machina,45.4908970401687,9.18902512639761,"Via Thaon de Revel 3, 20159 Milan, Italy",Sports Wear,4.0,1
283,Ai Sapori Del Sud,45.4889337491262,9.19302463531494,"Via Pola 15, 20124 Milan, Italy","Bakeries, Desserts, Coffee & Tea",5.0,3
284,Intimo Gilda,45.48906,9.19266,"Via Pola, 19, 20124 Milan, Italy",Lingerie,4.0,1
285,Tessuti Lagosta,45.48894,9.19133,"Piazzale Lagosta, 4, 20124 Milan, Italy","Fabric Stores, Accessories",4.0,2
286,Gielle,45.4888964,9.1935933,"Via Pola 15, 20124 Milan, Italy",Shoe Stores,5.0,1
287,Verger,45.47903,9.1844,"Via Varese 1, 20121 Milan, Italy","Fashion, Cafes",4.3,2
288,Pause,45.4804993,9.2122002,"Via Federico Ozanam 7, 20129 Milan, Italy","Bars, Women's Clothing",4.3,2
289,Non Solo Vintage,45.48946,9.18925,"Via Pietro Borsieri 32, 20159 Milan, Italy","Accessories, Women's Clothing",4.0,2
290,DB Living,45.48092,9.1998,"Via Pisani 6, 20100 Milan, Italy","Accessories, Home Decor, Gift Shops",3.8,3
291,BJ Sport,45.48974,9.18923,"Via Pietro Borsieri 34, 20159 Milan, Italy",Sports Wear,4.0,1
292,Spectrum,45.4792645665826,9.20218515850677,"Via Felice Casati 29, 20124 Milan, Italy","Shoe Stores, Sports Wear",3.8,2
293,Cappelleria Melegari,45.48135,9.17702,"Via Paolo Sarpi, 19, 20154 Milan, Italy",Accessories,4.7,1
294,Bruno Bordese,45.48221,9.18402,"Via Maroncelli, 2, 20154 Milan, Italy",Shoe Stores,4.3,1
295,Boggi Factory Store,45.49536,9.1759799,"Viale Lancetti 28, 20158 Milan, Italy","Men's Clothing, Outlet Stores",3.7,2
296,H & M,45.48173,9.21246,"Corso Buenos Aires 56, 20124 Milan, Italy","Men's Clothing, Women's Clothing, Children's Clothing",3.5,3
297,Nike Store,45.4825977583766,9.18873325449215,"Piazza Gae Aulenti 6, 20154 Milan, Italy","Sports Wear, Accessories, Shoe Stores",4.0,3
298,Après-Midi,45.48643,9.1873799,"Via Pastrengo, 7, 20159 Milan, Italy",Accessories,4.5,1
299,Starbucks,45.4804451706038,9.18676122360325,"Corso Garibaldi 118, 20121 Milan, Italy","Coffee & Tea, Cafes",3.7,2
300,Matricola Pub,45.4755823,9.2233832,"Viale Romagna 43, 20133 Milan, Italy","Pubs, Cafes, Cocktail Bars, Coffee & Tea",3.5,4
301,Salvagente Bimbi,45.47768,9.22039,"Via Balzaretti 28, 20133 Milan, Italy",Children's Clothing,4.3,1
302,Pause,45.4804993,9.2122002,"Via Federico Ozanam 7, 20129 Milan, Italy","Bars, Women's Clothing",4.3,2
303,Mutinelli Cappelli,45.47601,9.2062899,"Corso Buenos Aires, 5, 20124 Milan, Italy",Accessories,4.5,1
304,Raia,45.47556,9.22343,"Viale Romagna 43, 20133 Milan, Italy","Luggage, Leather Goods",3.0,2
305,Carpe Diem,45.4768673,9.206343,"Viale Tunisia 1, 20124 Milan, Italy","Accessories, Home Decor, Gift Shops",4.3,3
306,H & M,45.48173,9.21246,"Corso Buenos Aires 56, 20124 Milan, Italy","Men's Clothing, Women's Clothing, Children's Clothing",3.5,3
307,Piccolo Lord,45.47547,9.21994,"Via Plinio 60, 20129 Milan, Italy",Children's Clothing,4.0,1
308,Tempo per tè,45.47685331,9.22108269,"Via Balzaretti 9, 20133 Milan, Italy","Tea Rooms, Coffee & Tea",0.0,2
309,Brusoni Patrizia,45.47786,9.22334,"Viale Romagna 59, 20133 Milan, Italy",Lingerie,0.0,1
310,Stradivarius,45.47614396,9.20641065,"Via Lazzaro Palazzi 2, 20124 Milan, Italy","Women's Clothing, Accessories",4.2,2
311,Salvagente,45.46584,9.21452,"Via Fratelli Bronzetti 16, 20129 Milan, Italy","Outlet Stores, Men's Clothing, Women's Clothing",3.5,3
312,Alba / Barbara,45.47523,9.2245,"Viale Romagna, 56/3, 20133 Milan, Italy",Fashion,0.0,1
313,Prenatal,45.47809,9.20892,"C. Buenos Aires, 26, 20124 Milan, Italy",Maternity Wear,5.0,1
314,TALLY WEiJL,45.48012053,9.21041288,"Corso Buenos Aires 41, 20124 Milan, Italy",Women's Clothing,5.0,1
315,Penelope Mercatino dell'Usato,45.466671,9.2094498,"Via Macedonio Melloni 6, 20129 Milan, Italy","Antiques, Thrift Stores, Used, Vintage & Consignment",4.0,4
316,Buba International Designer,45.47527,9.20633,"Via Spallanzani 6, 20129 Milan, Italy",Fashion,4.3,1
317,OVS,45.4782448899224,9.20861503215774,"Corso Buenos Aires 21, 20124 Milan, Italy","Men's Clothing, Women's Clothing, Children's Clothing",4.0,3
318,Desigual,45.479023,9.2094278,"Corso Buenos Aires 29, 20124 Milan, Italy","Accessories, Men's Clothing, Women's Clothing",4.0,3
319,Jump,45.48127,9.2259,"Via Pacini 13, 20131 Milan, Italy",Shoe Stores,4.0,1
320,Valigeria Ciotti,45.45161,9.20361,"Corso Lodi 3, 20135 Milan, Italy","Leather Goods, Luggage, Accessories",3.6,3
321,TUG Vintage Concept Store,45.451941589536,9.20427594418027,"Via Lodovico Muratori 6, 20135 Milan, Italy","Women's Clothing, Used, Vintage & Consignment, Accessories",5.0,4
322,Montresor,45.45303,9.20293,"Viale Monte Nero 5, 20135 Milan, Italy","Desserts, Coffee & Tea, Tea Rooms",4.5,3
323,L'altra Coco',45.45338,9.20306,"Viale Monte Nero, 7, 20135 Milan, Italy",Women's Clothing,5.0,1
324,I Santi,45.45134,9.20468,"Via Bernardino Corio, 2, 20135 Milan, Italy",Leather Goods,4.0,1
325,Mas que nada,45.4503,9.20491,"Corso Lodi 12, 20135 Milan, Italy",Women's Clothing,4.7,1
326,Pasticceria O'Sullivan's,45.4516602,9.2053204,"Via Corio 8, 20135 Milan, Italy",Coffee & Tea,5.0,1
327,Sweetblackberry,45.44898,9.20285,"Via Crema 17, 20135 Milan, Italy",Women's Clothing,5.0,1
328,Daniela e Andrea,45.45127,9.20417,"Corso Lodi 7, 20135 Milan, Italy","Men's Clothing, Women's Clothing",3.4,2
329,Bar Monica,45.4510384,9.2035103,"Corso Lodi 4, 20135 Milan, Italy",Coffee & Tea,4.0,1
330,The Place Europe,45.452549,9.2039404,"Via Carlo Botta 4, 20135 Milan, Italy","Women's Clothing, Shoe Stores",0.0,2
331,Zori,45.44988,9.20248,"Via Crema 8, 20135 Milan, Italy",Accessories,4.0,1
332,Il Negozietto Vintage e Dintorni,45.451063,9.201318,"Viale Sabotino 24, 20135 Milan, Italy","Used, Vintage & Consignment",0.0,2
333,Brambilla Universal Shoes,45.45029,9.19708,"Via Giuseppe Ripamonti 7A, 20141 Milan, Italy",Shoe Stores,4.5,1
334,Grand Market,45.45084,9.2004204,"Viale Sabotino 16, 20135 Milan, Italy",Department Stores,3.5,1
335,Bar Porta Romana,45.45146,9.20481,"Corso Lodi, angolo Via Bernardino Corio, 20135 Milan, Italy","Coffee & Tea, Juice Bars & Smoothies",3.0,2
336,Lorio Anna Antonella,45.45138,9.20272,"Viale Sabotino, 38, 20135 Milan, Italy",Lingerie,0.0,1
337,Sakurasan,45.45577,9.20599,"viale Lazio, 6, 20135 Milan, Italy","Arts & Crafts, Accessories, Women's Clothing",5.0,3
338,Bazaar della Lana,45.4486599,9.20743,"Corso Lodi 24, 20135 Milan, Italy",Women's Clothing,4.0,1
339,Yubiz,45.45094,9.20477,"Corso Lodi, 9, 20135 Milan, Italy",Women's Clothing,3.0,1
340,Frida,45.48865,9.18729,"Via Pollaiuolo 3, 20159 Milan, Italy","Pubs, Italian, Fashion",3.7,3
341,Aroma Napoletano by Bar Mexico Napoli,45.49006111972474,9.189695527171724,"Via Traù 2, 20159 Milan, Italy","Coffee & Tea, Bakeries",4.5,2
342,Deus Ex Machina,45.4908970401687,9.18902512639761,"Via Thaon de Revel 3, 20159 Milan, Italy",Sports Wear,4.0,1
343,Frederick,45.4962,9.20224,"Viale Stefini Evaristo, 10, 20125 Milan, Italy",Shoe Stores,0.0,1
344,Ronchi Tomaso,45.4962,9.20224,"Viale Stefini Evaristo, 10, 20125 Milan, Italy",Men's Clothing,0.0,1
345,Bastard Store,45.50029,9.19844,"Via Scipio Slataper 19, 20125 Milan, Italy","Sports Wear, Shoe Stores, Men's Clothing",4.0,3
346,Fatto da Yo,45.4917615,9.2181944,"Viale Monza 51, 20127 Milan, Italy","Fashion, Customized Merchandise, Screen Printing",5.0,3
347,Tessuti Lagosta,45.48894,9.19133,"Piazzale Lagosta, 4, 20124 Milan, Italy","Fabric Stores, Accessories",4.0,2
348,Après-Midi,45.48643,9.1873799,"Via Pastrengo, 7, 20159 Milan, Italy",Accessories,4.5,1
349,Share,45.4888636,9.2204625,"Viale Padova 36, 20131 Milan, Italy","Used, Vintage & Consignment, Women's Clothing, Children's Clothing",4.0,4
350,Liu Jo,45.4858035555458,9.20324088146911,"Piazza Duca D'Aosta 1, 20125 Milan, Italy","Women's Clothing, Accessories",4.0,2
351,Tresse Sport,45.49158,9.21809,"Viale Monza 49, 20127 Milan, Italy",Sports Wear,4.0,1
352,isola della moda,45.48686,9.18683,"via carmagnola, 7, 20159 Milan, Italy",Women's Clothing,4.0,1
353,Aumai,45.5001798298698,9.20964543162951,"Via Emilio de Marchi 10, 20125 Milan, Italy",Department Stores,3.3,1
354,Triumph,45.48439,9.20278,"Piazza Duca D'aosta, 20124 Milan, Italy",Lingerie,4.0,1
355,Stefierre,45.48686,9.18683,"Via Carmagnola 7, 20134 Milan, Italy","Accessories, Women's Clothing",4.0,2
356,Ninna Anna,45.4952698,9.2210703,"Via Giuseppe Giacosa 53, 20127 Milan, Italy","Thrift Stores, Used, Vintage & Consignment, Accessories",4.0,4
357,H&M,45.48492,9.21524,"Corso Buenos Aires 75, 20124 Milan, Italy","Men's Clothing, Women's Clothing, Children's Clothing",5.0,3
358,Boggi,45.48512,9.215879,"Corso Bueno Aires, 20124 Milan, Italy","Accessories, Shoe Stores, Men's Clothing",4.0,3
359,Desigual Outlet,45.4853925,9.2036401,"Piazza Duca d'Aosta 1, 20124 Milan, Italy","Women's Clothing, Men's Clothing, Outlet Stores",4.0,3
360,Caffé Ottolina,45.4513037534688,9.13534842431545,"Via Decemviri 20, 20146 Milan, Italy","Bars, Cafes, Coffee & Tea",0.0,3
361,Runner Store,45.45895,9.12818,"Viale delle Legioni Romane 59, 20147 Milan, Italy","Sports Wear, Shoe Stores",4.5,2
362,Tresor,45.4546584,9.1427719,"20146 Milan, Italy",Women's Clothing,5.0,1
363,Original Marines,45.454636927828,9.15078353136778,"Vie Lorenteggio 25, 20146 Milan, Italy","Children's Clothing, Men's Clothing, Women's Clothing",4.0,3
364,OVS,45.4528812265432,9.14489306509495,"Via Redaelli 2/a, 20146 Milan, Italy",Department Stores,3.5,1
365,Baby2000 Donna,45.44968,9.14092,"Via dei Biancospini 20, 20146 Milan, Italy","Thrift Stores, Baby Gear & Furniture, Women's Clothing",3.0,3
366,Astrofat,45.46148,9.13581,"Piazzale Bande Nere 9, 20146 Milan, Italy","Men's Clothing, Accessories, Women's Clothing",0.0,3
367,Miotti / Natalina,45.45143,9.1362,"LG. Brasilia, 6, 20146 Milan, Italy",Fashion,0.0,1
368,UPIM,45.4525936062189,9.1426030281071,"Piazza Frattini 4, 20146 Milan, Italy",Department Stores,2.0,1
369,Pick & Pay Milano 2,45.4657737714288,9.13663822681282,"Viale Aretusa 34/a, 20146 Milan, Italy",Coffee & Tea,4.0,1
370,Frank Cisco,45.4498445457124,9.13584228605032,"Via Lorenteggio, Milan, Italy","Cafes, Coffee & Tea",0.0,2
371,Intimissimi,45.4524606968089,9.14493497461081,"Via Giacinto Bruzzesi, 20146 Milan, Italy",Lingerie,3.0,1
372,Sartoria Carisma,45.44869,9.13944,"Via dei Biancospini 3, 20146 Milan, Italy","Professional Services, Women's Clothing",5.0,2
373,Prènatal,45.4458,9.12292,"Via Lorenteggio 246, 20147 Milan, Italy",Maternity Wear,0.0,1
374,Il Gigante,45.45465,9.15155,"Via Lorenteggio 3, 20147 Milan, Italy",Department Stores,3.5,1
375,Manifattura Fraizzoli e C.,45.44751,9.14376,"Via Lodovico Pogliaghi, 5, 20146 Milan, Italy",Fashion,0.0,1
376,Babet,45.4525999,9.14996,"Via Leone Tolstoi 45, 20146 Milan, Italy","Used, Vintage & Consignment",0.0,2
377,Pasticceria Romeo,45.4623,9.13742,"via Anguissola 54, ang p.zza Bande neremm1, 20146 Milan, Italy","Desserts, Coffee & Tea, Ice Cream & Frozen Yogurt",2.0,3
378,Eclips Moda Club di Triuzzi / Francesco,45.4538672,9.1364679,"Viale SAN Gimignano, 8/A, 20146 Milan, Italy",Fashion,0.0,1
379,Marro Calzature,45.46637,9.151,"Via Marghera 53, 20149 Milan, Italy",Shoe Stores,0.0,1
380,Salvagente,45.46584,9.21452,"Via Fratelli Bronzetti 16, 20129 Milan, Italy","Outlet Stores, Men's Clothing, Women's Clothing",3.5,3
381,Arte del Ricevere,45.46669,9.21357,"Via Macedonio Melloni 35, 20129 Milan, Italy","Coffee & Tea, Tea Rooms",4.0,2
382,Panizzi,45.46833,9.21537,"corso indipendenza 21, 20129 Milan, Italy",Lingerie,3.5,1
383,Miki Thumb,45.467960357666,9.1817798614502,"Via Fiamma Galvano 40, 20129 Milan, Italy","Accessories, Women's Clothing, Shoe Stores",4.0,3
384,Matricola Pub,45.4755823,9.2233832,"Viale Romagna 43, 20133 Milan, Italy","Pubs, Cafes, Cocktail Bars, Coffee & Tea",3.5,4
385,Sermoneta Gloves,45.4714,9.19548,"Via Della Spiga, 46, 20121 Milan, Italy",Leather Goods,4.8,1
386,Penelope Mercatino dell'Usato,45.466671,9.2094498,"Via Macedonio Melloni 6, 20129 Milan, Italy","Antiques, Thrift Stores, Used, Vintage & Consignment",4.0,4
387,Carpe Diem,45.4768673,9.206343,"Viale Tunisia 1, 20124 Milan, Italy","Accessories, Home Decor, Gift Shops",4.3,3
388,Mutinelli Cappelli,45.47601,9.2062899,"Corso Buenos Aires, 5, 20124 Milan, Italy",Accessories,4.5,1
389,Dolly Bar,45.47561,9.20337,"Viale Vittorio Veneto 6, 20124 Milan, Italy","Bars, Cafes, Coffee & Tea",3.6,3
390,Pause,45.4804993,9.2122002,"Via Federico Ozanam 7, 20129 Milan, Italy","Bars, Women's Clothing",4.3,2
391,Stradivarius,45.47614396,9.20641065,"Via Lazzaro Palazzi 2, 20124 Milan, Italy","Women's Clothing, Accessories",4.2,2
392,Mania Vintage,45.4661110240244,9.21490509063005,"Via Fratelli Bronzetti 11, 20129 Milan, Italy","Used, Vintage & Consignment",0.0,2
393,BimBhouse,45.4676658123094,9.21368661492536,"Corso Indipendenza 14, 20129 Milan, Italy","Shoe Stores, Accessories",0.0,2
394,Surimono,45.4669794,9.2009293,"Corso Monforte 25, 20122 Milan, Italy","Accessories, Home Decor",4.7,2
395,Meli Cafè,45.46756,9.21264,"corso indipendenza 12, 20129 Milan, Italy",Coffee & Tea,3.0,1
396,Midali,45.4639336277439,9.2144493367706,"Via Fratelli Bronzetti 23, 20129 Milan, Italy",Women's Clothing,4.0,1
